pos_x,pos_y,target_speed
117.8232421875,-177.8081512451172,80.0
116.3241195678711,-177.6664276123047,80.0
114.82500457763672,-177.52462768554688,80.0
113.32575225830078,-177.38272094726562,80.0
111.8266143798828,-177.24073791503906,80.0
110.32740020751952,-177.098876953125,80.0
108.82808685302734,-176.9574432373047,80.0
107.32913970947266,-176.81626892089844,80.0
105.8304214477539,-176.67527770996094,80.0
104.3317642211914,-176.53445434570312,80.0
102.8332748413086,-176.39382934570312,80.0
101.33494567871094,-176.25306701660156,80.0
99.83683776855467,-176.1123046875,80.0
98.33907318115234,-175.97134399414062,80.0
96.84162139892578,-175.83042907714844,80.0
95.3444366455078,-175.68954467773438,80.0
93.84749603271484,-175.548583984375,80.0
92.35082244873048,-175.40792846679688,80.0
90.85440826416016,-175.26760864257812,80.0
89.3582763671875,-175.1268768310547,80.0
87.86250305175781,-174.9856719970703,80.0
86.36705780029297,-174.84402465820312,80.0
84.87203979492188,-174.70181274414062,80.0
83.37754821777344,-174.5584259033203,80.0
81.88378143310547,-174.41371154785156,80.0
80.3905258178711,-174.26795959472656,80.0
78.77338409423828,-174.108642578125,80.0
77.15654754638672,-173.9483642578125,80.0
75.54006958007812,-173.78704833984375,80.0
73.923828125,-173.6247100830078,80.0
72.30816650390625,-173.46121215820312,80.0
70.69279479980469,-173.29647827148438,80.0
69.07730865478516,-173.1306915283203,80.0
67.4625244140625,-172.96392822265625,80.0
65.84794616699219,-172.79583740234375,80.0
64.23343658447266,-172.62745666503906,80.0
62.61876678466797,-172.45921325683594,80.0
61.00417709350586,-172.2903594970703,80.0
59.38977813720703,-172.12063598632812,80.0
57.77548599243164,-171.95045471191406,80.0
56.16106414794922,-171.78013610839844,80.0
54.546722412109375,-171.60964965820312,80.0
52.93238067626953,-171.43905639648438,80.0
51.31793212890625,-171.2685089111328,80.0
49.70344543457031,-171.09811401367188,80.0
48.08900833129883,-170.9275665283203,80.0
46.47457504272461,-170.7567901611328,80.0
44.860050201416016,-170.58580017089844,80.0
43.24555206298828,-170.4145050048828,80.0
41.63098907470703,-170.2431182861328,80.0
40.01626968383789,-170.07199096679688,80.0
38.40151596069336,-169.90121459960938,80.0
36.78675079345703,-169.73101806640625,80.0
35.17182159423828,-169.56137084960938,80.0
33.556739807128906,-169.3919677734375,80.0
31.941560745239254,-169.22299194335938,80.0
30.32621383666992,-169.05445861816406,80.0
28.710886001586918,-168.88619995117188,80.0
27.09548759460449,-168.71871948242188,80.0
25.47994804382324,-168.55152893066406,80.0
23.864213943481445,-168.38433837890625,80.0
22.24842643737793,-168.21722412109375,80.0
20.63258171081543,-168.05032348632812,80.0
19.0167179107666,-167.8831787109375,80.0
17.400758743286133,-167.7162628173828,80.0
15.784748077392578,-167.5494384765625,80.0
14.1686429977417,-167.3824920654297,80.0
12.552369117736816,-167.2157745361328,80.0
10.936100006103516,-167.0492706298828,80.0
9.319742202758787,-166.8831024169922,80.0
7.703306674957275,-166.7170867919922,80.0
6.086776256561279,-166.551513671875,80.0
4.59446907043457,-166.3992919921875,80.0
3.1019864082336426,-166.24757385253906,80.0
1.609387993812561,-166.0963592529297,80.0
0.1167010366916656,-165.945556640625,80.0
-1.3760080337524414,-165.795166015625,80.0
-2.8687586784362797,-165.64512634277344,80.0
-4.361613750457764,-165.4951629638672,80.0
-5.854556083679199,-165.34519958496094,80.0
-7.347601413726807,-165.1952362060547,80.0
-8.840682983398438,-165.04527282714844,80.0
-10.333784103393556,-164.89540100097656,80.0
-11.826857566833496,-164.7457275390625,80.0
-13.319969177246094,-164.5962371826172,80.0
-14.81320858001709,-164.44696044921875,80.0
-16.306665420532227,-164.29795837402344,80.0
